token	lemma
est-ce	est-ce
dire	dire
vous	vous
allez	aller
recruter	recruter
élèves	élève
dès	dès
baccalauréat	baccalauréat
laurent	laurent
carraro	carraro
-	-
nous	nous
y	y
réfléchissons	réfléchir
notre	notre
y	y
parvenir	parvenir
horizon	horizon
2014-2015	2014-2015
nous	nous
souhaitons	souhaiter
aller	aller
loin	loin
nous	nous
interroger	interroger
lycéens	lycéen
terminale	terminal
première	premier
seconde	second
peut	pouvoir
élèves	élève
fin	fin
collège	collège
nous	nous
allons	aller
quelque	quelque
sorte	sorte
remonter	remonter
temps	temps
notre	notre
faire	faire
comprendre	comprendre
jeunes	jeune
quoi	quoi
formations	formater
ingénieur	ingénieur
telles	tel
nous	nous
proposons	proposer
cursus	cursu
revisité	revisité
prometteuses	prometteur
agit	agir
redonner	redonner
filière	filière
technologique	technologique
place	place
elle	lui
mérite	mérite
permettre	permettre
élèves	élève
étudiants	étudiant
issus	issu
milieux	milieu
sociaux	social
variés	varier
y	y
accéder	accéder
nous	nous
sommes	être
plutôt	plutôt
bien	bien
placés	placer
puisque	puisque
nous	nous
recrutons	recruter
bien	bien
dut	devoir
bts	bts
étudiants	étudiant
issus	issu
université	université
outre	outre
nous	nous
comptons	compter
27	27
28	28
boursiers	boursier
première	premier
année	année
diversité	diversité
inscrite	inscrit
gènes	gène
école	école
cela	celer
dit	dire
je	je
pense	penser
nous	nous
pouvons	pouvoir
encore	encore
progresser	progresser
mener	mener
bien	bien
travail	travail
nous	nous
allons	aller
pouvoir	pouvoir
nous	nous
appuyer	appuyer
particulier	particulier
nos	notre
élèves	élève
anciens	ancien
élèves	élève
école	école
nous	nous
inspirer	inspirer
schéma	schéma
formation	formation
cdio	cdio
initiative	initiative
développé	développé
massachusetts	massachusetts
institute	institut
of	of
technology	technology
mit	mettre
dès	dès
fin	fin
années	année
1990	1990
be	be
france	france
-	-
arts	art
métiers	métier
paristech	paristech
compte	compte
17	17
occupe	occupe
place	place
importante	important
école	école
quel	quel
doit	doit
rôle	rôl
laurent	laurent
carraro	carraro
-	-
y	y
ait	avoir
cohérence	cohérence
activité	activité
formation	formation
école	école
doit	devoir
menée	mener
partenariat	partenariat
secteur	secteur
économique	économique
autant	autant
évidence	évidence
nos	notre
élèves	élève
amenés	amener
devenir	devenir
acteurs	acteur
secteur	secteur
là	là
encore	encore
paysage	paysager
beaucoup	beaucoup
évolué	évoluer
devons-nous	devons-nous
mieux	mieux
structurer	structurer
nos	notre
activités	activité
domaine	domain
surtout	surtout
relation	relation
nos	notre
leur	son
environnement	environnement
local	local
indispensable	indispensable
école	école
fois	fois
participer	participer
dynamiques	dynamique
locales	local
disposer	disposer
capacités	capacité
nécessaires	nécessaire
politique	politique
scientifique	scientifique
niveau	niveau
établissement	établissement
implique	impliquer
nos	notre
équipes	équipe
avoir	avoir
bonne	bon
identité	identité
leur	son
environnement	environnement
déjà	déjà
vrai	vrai
certaines	certain
identité	identité
termes	terme
nous	nous
lègue	léguer
notre	notre
histoire	histoire
nous	nous
devons	devoir
préserver	préserver
je	je
pense	penser
institut	institut
carnot	carnot
lequel	lequel
nous	nous
avons	avoir
déjà	déjà
fait	faire
entrer	entrer
ensemble	ensemble
nos	notre
bel	bel
outil	outil
efficace	efficace
y	y
parvenir	parvenir
garder	garder
indispensable	indispensable
cohérence	cohérence
quant	quant
nos	notre
thématiques	thématique
centrées	centrée
essentiel	essentiel
autour	autour
génie	génie
mécanique	mécanique
génie	génie
industriel	industriel
évolutions	évolution
doivent	devoir
envisagées	envisager
afin	afin
répondre	répondre
davantage	davantage
problématiques	problématique
transverses	transverse
sociétales	sociétal
be	be
france	france
-	-
généralement	généralement
comment	comment
percevez-vous	percevez-vous
état	état
esprit	esprit
grandes	grand
ecoles	ecole
françaises	français
alors	alors
industrie	industrie
française	français
connu	connaître
quelques	quelque
échecs	échec
retentissants	retentissant
international	international
durant	durer
dernières	dernier
années	année
secteurs	secteur
france	france
était	être
traditionnellement	traditionnellemer
leader	leader
particulier	particulier
grâce	grâce
qualité	qualité
compétences	compétence
ses	son
ingénieurs	ingénieur
sortis	sortir
essentiel	essentiel
grandes	grand
ecoles	ecole
laurent	laurent
carraro	carraro
-	-
concurrence	concurrence
étrangère	étranger
rude	rude
matière	matière
enseignement	enseignement
supérieur	supérieur
normal	normal
voire	voire
même	même
rassurant	rassurant
grandes	grand
ecoles	ecole
inquiètent	inquiéter
moi	moi
constat	constat
simple	simple
nous	nous
savons	savoir
toujours	toujours
former	former
ingénieurs	ingénieur
française	français
est-à-dire	est-à-dire
ingénieurs	ingénieur
qualité	qualité
capacités	capacité
ingénierie	ingénieri
projet	projet
savent	savoir
intégrer	intégrer
parfaitement	parfaitement
équipes	équiper
leur	son
seul	seul
problème	problème
beaucoup	beaucoup
eux	lui
n	n
pas	pas
envie	envier
innover	innover
or	or
nous	nous
avons	avoir
grand	grand
besoin	besoin
discussions	discussion
nous	nous
menons	menon
industriels	industriel
me	me
semble-t-il	semble-t-il
doivent	devoir
revoir	revoir
particulier	particulier
leur	son
approche	approche
vis-à-vis	vis-à-vis
doctorat	doctorat
cela	celer
commencé	commencer
récemment	récemment
nous	nous
avons	avoir
signé	signer
psa	psa
accord	accord
permet	permettre
ingénieurs	ingénieur
salariés	salarier
groupe	groupe
financé	financer
faire	faire
doctorat	doctorat
y	y
prise	prise
conscience	conscience
part	part
industriels	industriel
parallèlement	parallèlement
faut	falloir
nous	nous
fassions	faire
évoluer	évoluer
notre	notre
modèle	modèle
formation	formation
trop	trop
souvent	souvent
consiste	consister
empiler	empiler
savoirs	savoir
savoir-faire	savoir-fair
afin	afin
élèves	élève
deviennent	devenir
véritables	véritable
acteurs	acteur
créatifs	créatif
ayant	avoir
envie	envie
innover	innover
arrêtons	arrêton
former	former
ingénieurs	ingénieur
bien	bien
calibrés	calibrer
certes	certes
nous	nous
avons	avoir
tué	tuer
part	part
leur	son
créativité	créativité
gestion	gestion
crise	cris
prototype	prototyp
descartes	descarte
couvre	couvr
ensemble	ensembl
spectre	spectr
gestion	gestion
crise	crise
prototype	prototyp
descartes	descarte
couvre	couvr
ensemble	ensembl
spectre	spectr
16	16
février	février
murs	mur
thales	thale
research	research
technology	technology
palaiseau	palaiseau
non	non
loin	loin
paris	pari
déroulée	dérouler
démonstration	démonstration
finale	final
système	systèm
gestion	gestion
crise	cris
baptisé	baptiser
descartes	descarte
fruit	fruit
42	42
mois	mois
travail	travail
équipes	équipe
groupe	groupe
thales	thales
thales	thales
services	service
thales	thale
research	research
technology	technology
thales	thales
communication	communication
and	and
security	security
cea	ceer
cea-dam	cea-dam
cea-list	cea-list
trois	trois
pme	pme
géo	géo
212	212
géoconcept	géoconcept
masa	masa
group	group
réalisés	réaliser
cadre	cadre
projet	projet
piloté	piloter
thales	thales
labellisé	labellisé
pôle	pôle
compétitivité	compétitivité
systematic	systematic
paris	pari
région	région
financé	financer
partie	partie
fonds	fonds
universel	universel
interministériel	interministériel
fui	fuir
prototype	prototyp
unique	unique
genre	genre
puisqu	puisqu
couvre	couvre
tout	tout
spectre	spectr
gestion	gestion
crise	cris
démontré	démontrer
ses	son
potentialités	potentialité
tout	tout
fait	fait
exceptionnelles	exceptionnel
occasion	occasion
scénario	scénario
crise	cris
particulièrement	particulièrement
difficile	difficile
précisons	précison
tout	tout
long	long
développement	développement
projet	projet
suivi	suivre
technique	technique
assuré	assurer
direction	direction
générale	général
armement	armemer
particulièrement	particulièrement
établissement	établissement
rennes	renne
préfet	préfet
sapeurs	sapeur
pompiers	pompier
force	forcer
ordre	ordre
service	service
santé	santé
tous	tout
avaient	avoir
répondu	répondre
évidemment	évidemment
présent	présent
démonstration	démonstration
finale	final
faisait	faire
suite	suite
exercice	exercice
évaluation	évaluation
effectué	effectuer
18	18
janvier	janvier
salle	salle
elle	lui
déroulée	dérouler
avait	avoir
organisée	organiser
centre	centre
opérationnel	opérationnel
zonal	zonal
centre	centr
opérationnel	opérationnel
forces	force
ordre	ordre
police	police
gendarmerie	gendarmerie
centre	centre
opérationnel	opérationnel
sapeurs-pompiers	sapeur-pompier
scénario	scénario
retenu	retenir
était	être
suivant	suivant
trois	trois
attentats	attentat
explosif	explosif
venaient	venir
toucher	toucher
transports	transport
commun	commun
paris	pari
attentat	attentat
supplémentaire	supplémentaire
était	être
produit	produire
sites	site
déjà	déjà
touchés	toucher
attentat	attentat
duquel	duquel
substances	substance
radiologiques	radiologique
chimiques	chimique
avaient	avoir
utilisées	utiliser
agissait	agir
crise	crise
majeure	majeur
plein	plein
paris	pari
laquelle	lequel
prototype	prototype
commandement	commandement
contrôle	contrôle
issu	issu
projet	projet
descartes	descarte
allait	aller
devoir	devoir
coordonner	coordonner
tous	tout
acteurs	acteur
présence	présence
ensemble	ensembl
6	6
fonctions	fonction
principales	principal
disposition	disposition
opérateur	opérateur
dès	dès
réception	réception
alerte	alerte
attentat	attentat
venait	venir
commis	commettre
fonction	fonction
contexte	contexte
permis	permettre
opérateur	opérateur
créer	créer
situation	situation
y	y
stocker	stocker
toutes	tout
informations	information
remontant	remonter
venir	venir
concernant	concerner
événement	événement
fait	faire
conteneur	conteneur
précise-t-on	précise-t-on
chez	chez
thales	thales
grâce	grâce
fonction	fonction
observation-main	observation-main
courante	courer
référence	référence
événementielle	événementiel
pu	pouvoir
aussitôt	aussitôt
créée	créer
afin	afin
y	y
saisir	saisir
toutes	tout
informations	information
décisions	décision
reliées	relier
événement	événement
via	via
code	code
couleur	couleur
information	information
saisie	saisir
ne	ne
peut	pouvoir
modifiée	modifier
peut-elle	peut-ell
servir	servir
référence	référence
judiciaire	judiciaire
suite	suite
constitue	constitu
innovation	innovation
spécifique	spécifique
système	système
souligne	soulign
responsables	responsable
projet	projet
fonction	fonction
renseignement-sitac	renseignement-sitac
elle	lui
permis	permettre
matérialiser	matérialiser
situation	situation
carte	carte
assurer	assurer
suivi	suivre
aide	aide
tableaux	tableal
nombre	nombre
victimes	victimer
moyens	moyen
intervention	intervention
engagés	engager
place	place
déplacements	déplacement
véhicules	véhicule
géo-localisés	géo-localisés
aide	aide
système	système
information	information
géographique	géographique
sig	sig
intégré	intégré
plateforme	plateform
peuvent	pouvoir
suivi	suivre
temps	temps
réel	réel
même	même
flux	flux
vidéo	vidéo
toutes	tout
caméras	caméra
connectées	connecter
système	systèm
parallèlement	parallèlement
fonction	fonction
opération	opération
permis	permettre
création	création
ordres	ordre
engagement	engagement
secours	secour
sachant	savoir
opérateur	opérateur
peut	pouvoir
créer	créer
selon	selon
quatre	quatre
modes	mode
manuel	manuel
partir	partir
plan	plan
existant	existant
partir	partir
ordre	ordre
préparé	préparer
cellule	cellul
anticipation	anticipation
partir	partir
module	module
ordonnancement	ordonnancement
disposant	disposer
autre	autre
fonction	fonction
dite	dire
anticipation	anticipation
forces	force
présence	présence
pu	pouvoir
envisager	envisager
évolutions	évolution
possibles	possible
situation	situation
préparer	préparer
réactions	réaction
différentes	différents
évolutions	évolution
opérateur	opérateur
pu	pouvoir
présenter	présenter
simultanément	simultanément
écran	écran
différentes	différents
solutions	solution
leurs	leur
avantages	avantage
leurs	leur
inconvénients	inconvénient
afin	afin
fournir	fournir
toutes	tout
informations	information
nécessaires	nécessaire
décideur	décideur
final	final
indique-t-on	indique-t-on
chez	chez
thales	thales
enfin	enfin
grâce	grâce
fonction	fonction
collaboration	collaboration
gestion	gestion
ensemble	ensembl
messages	message
entrants	entrant
sortants	sortant
centre	centr
opération	opération
pu	pouvoir
assurée	assurer
palette	palette
outils	outil
simulation	simulation
développés	développer
cadre	cadre
descartes	descarte
ajoutons	ajouton
pendant	pendant
toute	tout
durée	durée
démonstration	démonstration
représentants	représentant
pouvoirs	pouvoir
publics	public
différents	différent
décideurs	décideur
eu	avoir
leur	son
disposition	disposition
autres	autre
systèmes	système
modules	module
outils	outil
aide	aide
décision	décision
intégrés	intégrer
plateforme	plateform
via	via
bus	bus
soa	soa
service	service
oriented	oriented
architecture	architecture
leur	son
permis	permettre
évaluer	évaluer
contexte	contexte
crise	crise
ses	son
évolutions	évolution
temps	temps
réel	réel
généralement	généralement
cadre	cadr
projet	projet
descartes	descarte
palette	palette
outils	outil
simulation	simulation
développé	développé
cea-dam	cea-dam
conçu	concevoir
outil	outil
modélisation	modélisation
progression	progression
spatio-temporelle	spatio-temporel
panaches	panache
gaz	gaz
toxiques	toxique
grâce	grâce
auquel	auquel
permis	permettre
évaluer	évaluer
milieu	milieu
urbain	urbain
effets	effet
sanitaires	sanitaire
population	population
panache	panach
toxique	toxique
déterminer	déterminer
zones	zone
danger	danger
compte	compte
tenu	tenir
bâti	bâti
urbain	urbain
réseau	réseau
rues	rue
côté	côté
cea-list	cea-list
mis	mettre
point	point
outils	outil
formation	formation
utilisant	utiliser
réalité	réalité
virtuelle	virtuel
moyen	moyen
casque	casqu
vision	vision
dispositif	dispositif
capture	captur
mouvement	mouvement
celui-ci	celui-ci
permet	permettre
